"name_clean","leaid1","years1","state1","leaid_name1","name_raw1","leaid2","years2","state2","leaid_name2","name_raw2"
"michael jones","1811220","2010, 2012, 2014-2017","in","Switzerland County School Corp","Dr Elizabeth Tharp-Jones","3406600","2014-2017","nj","Hampton Borough School District","MICHAEL JONES"
"michael jones","1811220","2010, 2012, 2014-2017","in","Switzerland County School Corp","Dr Elizabeth Tharp-Jones","4816500","2022-2023","tx","Decatur Isd","Michael Jones"
"michael jones","1811220","2010, 2012, 2014-2017","in","Switzerland County School Corp","Dr Elizabeth Tharp-Jones","4824240","2013-2017","tx","Iola Isd","Michael Jones"
"michael jones","1811220","2010, 2012, 2014-2017","in","Switzerland County School Corp","Dr Elizabeth Tharp-Jones","4834290","2013-2022","tx","Paris Isd","Michael Jones"
"michael jones","1811220","2010, 2012, 2014-2017","in","Switzerland County School Corp","Dr Elizabeth Tharp-Jones","4845000","2010-2012","tx","West Hardin County Cisd","Michael Jones"
"michael jones","3406600","2014-2017","nj","Hampton Borough School District","MICHAEL JONES","4816500","2022-2023","tx","Decatur Isd","Michael Jones"
"michael kelly","4219920","2013-2015","pa","Radnor Township SD","MICHAEL KELLY","1737590","2021","il","Staunton Cusd 6","Mr. Michael J Kelly"
"michael kelly","4219920","2013-2015","pa","Radnor Township SD","MICHAEL KELLY","4843760","2018-2020","tx","Valley Mills Isd","Michael Kelly"
"michael kelly","4843760","2018-2020","tx","Valley Mills Isd","Michael Kelly","1737590","2021","il","Staunton Cusd 6","Mr. Michael J Kelly"
"michael kopakowski","3410020","2011-2013","nj","Middle Township Public Schools","Michael Kopakowski","4215900","2014-2017","pa","Morrisville Borough SD","MICHAEL KOPAKOWSKI"
"michael lucas","4223760","2014-2024","pa","Trinity Area SD","MICHAEL LUCAS","3178660","2019-2024","ne","Westside Community Schools","MICHAEL LUCAS"
"michael mccormick","691135","2013-2021","ca","Val Verde Unified","Michael McCormick","4212720","2021-2022","pa","Keystone SD","MICHAEL MCCORMICK"
"michael mccoy","3904776","2010-2018","oh","Oak Hill Union Local","Michael A. Mccoy","626490","2013-2015","ca","Muroc Joint Unified","Michael McCoy"
"michael mcmahon","3630270","2010, 2013","ny","Waverly Csd","Mr. Michael W McMahon","5512000","2024","wi","Port Washington-Saukville School District","Michael Mcmahon"
"michael meissen","1716830","2006-2011","il","Glenbard Twp Hsd 87","MICHAEL MEISSEN","2628560","2014-2015","mi","Plymouth-Canton","Michael Meissen"
"michael miller","1700115","2013-2014, 2017-2023","il","Henry-Senachwine Cusd 5","Mr. Michael S Miller","3609900","2023-2024","ny","East Quogue Ufsd","MICHAEL MILLER"
"michael miller","2923640","2004","mo","Meadow Heights R-Ii","MICHAEL MILLER","1700115","2013-2014, 2017-2023","il","Henry-Senachwine Cusd 5","Mr. Michael S Miller"
"michael miller","2923640","2004","mo","Meadow Heights R-Ii","MICHAEL MILLER","3609900","2023-2024","ny","East Quogue Ufsd","MICHAEL MILLER"
"michael mitchell","2600273","2014-2015","mi","Arts Academy In The Woods","Michael Mitchell","4220970","2020","pa","Schuylkill Valley SD","MICHAEL MITCHELL"
"michael murphy","2929100","2005-2016","mo","St. Clair R-Xiii","MICHAEL MURPHY","506420","2016-2022","ar","Fountain Lake School District","MURPHY, MICHAEL"
"michael murphy","2929100","2005-2016","mo","St. Clair R-Xiii","MICHAEL MURPHY","5100870","2010-2013","va","Clarke County","Dr. Michael F. Murphy"
"michael murphy","2929100","2005-2016","mo","St. Clair R-Xiii","MICHAEL MURPHY","5516410","2008-2010","wi","Westby Area School District","Michael Murphy"
"michael murphy","5100870","2010-2013","va","Clarke County","Dr. Michael F. Murphy","506420","2016-2022","ar","Fountain Lake School District","MURPHY, MICHAEL"
"michael murphy","5516410","2008-2010","wi","Westby Area School District","Michael Murphy","506420","2016-2022","ar","Fountain Lake School District","MURPHY, MICHAEL"
"michael murphy","5516410","2008-2010","wi","Westby Area School District","Michael Murphy","5100870","2010-2013","va","Clarke County","Dr. Michael F. Murphy"
"michael murray","2633360","2008, 2011-2012","mi","Suttons Bay","Michael Murray","3700153","2017-2022","nc","Cherokee Central Schools","Michael Murray"
"michael murray","2633360","2008, 2011-2012","mi","Suttons Bay","Michael Murray","3702340","2011-2016","nc","Jackson County Public Schools","Michael Murray"
"michael nitti","3404920","2011-2017, 2019-2022","nj","Ewing Township Public Schools","Michael Nitti","4204230","2023-2024","pa","Bristol Township SD","MICHAEL NITTI"
"michael o brien","3600017","2012","ny","Genesee Valley Csd","Mr. Michael O'Brien","4225740","2014-2017","pa","West Perry SD","MICHAEL O'BRIEN"
"michael perry","3702160","2012-2014","nc","Hertford County Schools","Michael Perry","5103980","2015-2023","va","Westmoreland County","Dr. Michael D. Perry"
"michael raso","1904860","2016-2019","ia","Bettendorf Comm School District","Michael Raso","5513830","2022-2024","wi","Shullsburg School District","Michael Raso"
"michael richards","3904575","2005-2012","oh","Allen East Local","Michael W. Richards","5101860","2019-2024","va","Harrisonburg ","Dr. Michael Richards"
"michael roberts","1725320","2013-2014","il","Mchenry Chsd 156","Dr. Michael L Roberts","1302790","2023","ga","Heard County","ROBERTS,MICHAEL SHANE"
"michael robinson","1304590","2022-2023","ga","Stewart County","Michael Robinson","4208580","2022-2024","pa","East Pennsboro Area SD","MICHAEL ROBINSON"
"michael robinson","5103520","2010-2015","va","Smyth County","Dr. Michael M. Robinson","1304590","2022-2023","ga","Stewart County","Michael Robinson"
"michael robinson","5103520","2010-2015","va","Smyth County","Dr. Michael M. Robinson","4208580","2022-2024","pa","East Pennsboro Area SD","MICHAEL ROBINSON"
"michael rustman","2918360","2003-2004","mo","Leeton R-X","MICHAEL RUSTMAN","1723160","2005-2014, 2017","il","Lisbon Comm Cons Sch Dist 90","MICHAEL RUSTMAN "
"michael scott","4842540","2009","tx","Texhoma Isd","Michael Scott","2923310","2011-2012","mo","Otterville R-Vi","Michael Scott"
"michael shimshak","1708340","2011-2014","il","Carbondale Esd 95","Mr. Michael Shimshak","5506870","2022-2024","wi","Iowa-Grant School District","Michael Shimshak"
"michael simeck","2605010","2008, 2011","mi","Berkley","Michael Simeck","1711980","2021-2023","il","Deerfield Sd 109","Mr. Michael V Simeck"
"michael simeck","2605010","2008, 2011","mi","Berkley","Michael Simeck","1721750","2012-2014, 2017-2020","il","Lake Forest Sd 67","Mr. Michael Simeck"
"michael simeck","2605010","2008, 2011","mi","Berkley","Michael Simeck","1721780","2012-2014, 2017-2020","il","Lake Forest Chsd 115","Mr. Michael Simeck"
"michael thomas","4215570","2008","pa","Monaca SD","Michael Thomas","1200450","2017-2022","fl","Dixie","THOMAS, MICHAEL"
"michael thompson","1724870","2004-2005","il","Marshall C U School Dist 2c","DR MICHAEL THOMPSON ","4825800","2007-2010","tx","Knippa Isd","Michael Thompson"
"michael turner","4810380","1992-1997","tx","Blanket Isd","Michael Turner","1808070","2010, 2012, 2014","in","North Vermillion Com Sch Corp","Mr Michael Turner"
"michael wallace","2632640","2008, 2011-2012","mi","St. Charles","Michael Wallace","2908430","2022-2024","mo","Chadwick R-I","MICHAEL WALLACE"
"michael wallace","2632640","2008, 2011-2012","mi","St. Charles","Michael Wallace","2911580","2019-2021","mo","Everton R-Iii","MICHAEL WALLACE"
"michael wallace","2632640","2008, 2011-2012","mi","St. Charles","Michael Wallace","2923370","2015-2018","mo","Thornfield R-I","Michael Wallace"
"michael wallace","4844820","2005-2006","tx","Weimar Isd","Michael Wallace","2632640","2008, 2011-2012","mi","St. Charles","Michael Wallace"
"michael wallace","4844820","2005-2006","tx","Weimar Isd","Michael Wallace","2908430","2022-2024","mo","Chadwick R-I","MICHAEL WALLACE"
"michael wallace","4844820","2005-2006","tx","Weimar Isd","Michael Wallace","2911580","2019-2021","mo","Everton R-Iii","MICHAEL WALLACE"
"michael wallace","4844820","2005-2006","tx","Weimar Isd","Michael Wallace","2923370","2015-2018","mo","Thornfield R-I","Michael Wallace"
"michael waters","2004800","2009-2015, 2021-2024","ks","Cimarron-Ensign","Waters, Mike","3100095","2016-2018","ne","Crete Public Schools","MIKE WATERS"
"michael white","4810440","2008-2012","tx","Bloomburg Isd","Michael White","509990","2018-2020","ar","Mount Ida School District","White, Michael"
"michael white","4810440","2008-2012","tx","Bloomburg Isd","Michael White","511220","2013-2014, 2016-2019","ar","Parkers Chapel School Dist.","WHITE, MICHAEL G."
"michael williams","1303480","2018-2023","ga","Madison County","WILLIAMS,MICHAEL HARRY","3103120","2019-2021","ne","Arcadia Public Schools","Michael Williams"
"michael williams","1303480","2018-2023","ga","Madison County","WILLIAMS,MICHAEL HARRY","3628890","2019-2020","ny","Tri-Valley Csd","MICHAEL WILLIAMS"
"michael williams","1724750","2006-2014","il","Maroa Forsyth Cusd 2","MICHAEL T WILLIAMS","1303480","2018-2023","ga","Madison County","WILLIAMS,MICHAEL HARRY"
"michael williams","1724750","2006-2014","il","Maroa Forsyth Cusd 2","MICHAEL T WILLIAMS","3103120","2019-2021","ne","Arcadia Public Schools","Michael Williams"
"michael williams","1724750","2006-2014","il","Maroa Forsyth Cusd 2","MICHAEL T WILLIAMS","3173440","2011-2014","ne","Maywood Public Schools","MICHAEL WILLIAMS"
"michael williams","1724750","2006-2014","il","Maroa Forsyth Cusd 2","MICHAEL T WILLIAMS","3175810","2015-2017","ne","Potter-Dix Public Schools","Michael Williams"
"michael williams","1724750","2006-2014","il","Maroa Forsyth Cusd 2","MICHAEL T WILLIAMS","3628890","2019-2020","ny","Tri-Valley Csd","MICHAEL WILLIAMS"
"michael wright","1726610","2003-2004","il","Morris School District 54","DR MICHAEL WRIGHT ","1916420","2004","ia","Laurens-Marathon Comm School District","Michael Wright"
"michelle smith","4828650","2003-2023","tx","Lytle Isd","Michelle Smith","1706060","2019-2023","il","Berwyn North Sd 98","Dr. Michelle Smith"
"mickey edwards","4031080","2019-2024","ok","Verden","Mickey Edwards","3602520","2021-2024","ny","Albion Csd","MICKEY EDWARDS"
"miguel hernandez","504890","2010-2012","ar","Danville School District","HERNANDEZ, MIGUEL","3406450","2016-2017","nj","Haledon Public School District","Miguel Hernandez"
"miguel hernandez","504890","2010-2012","ar","Danville School District","HERNANDEZ, MIGUEL","3412600","2016-2017, 2019-2020","nj","Passaic County Manchester Regional High School District","Miguel Hernandez"
"mike brown","623040","2008-2019","ca","Lucerne Elementary","Mike Brown","4703360","2011-2016","tn","Paris","Mr. Mike Brown"
"mike davis","4018390","2013-2023","ok","Lookeba Sickles","Mike Davis","4703600","2013-2016","tn","Robertson County","Mr. Mike Davis"
"mike davis","4018390","2013-2023","ok","Lookeba Sickles","Mike Davis","4821590","2024","tx","Granger Isd","Mike Davis"
"mike dominguez","4841670","2017-2021","tx","Stratford Isd","Mike Dominguez","2006390","2022-2024","ks","Garden City","Dr. Mike Dominguez"
"mike jones","4701230","2011-2021","tn","Fentress County","Mr. Mike Jones","1806100","2018-2024","in","Madison Area Ed Spec Srv Unit","Mike Jones"
"mike jones","4701230","2011-2021","tn","Fentress County","Mr. Mike Jones","4011430","2016-2024","ok","Fargo","Mike Jones"
"mike jones","4701230","2011-2021","tn","Fentress County","Mr. Mike Jones","4013080","2012-2015","ok","Gracemont","Mike Jones"
"mike scott","4100023","2012-2018, 2020-2021","or","Hillsboro SD 1J","Mike Scott","4800159","2015-2024","tx","Erath Excels Academy Inc","Johnny Scott"
"mike ward","1700113","2017-2023","il","Illini Central Cusd 189","Mr. Mike Ward","2011400","2017-2018, 2021-2022","ks","Satanta","Ward, Mark"
"millard house","4703030","2016-2019","tn","Montgomery County","Mr. Millard House","4823640","2021-2022","tx","Houston Isd","Millard House"
"milton thompson","1700110","2010-2011","il","North Chicago Sd 187","Mr. Milton Thompson","5512330","2013-2014","wi","Pulaski Community School District","Milton Thompson"
"misty slavic","4212840","2021-2023","pa","Kiski Area SD","MISTY SLAVIC","3603480","2024","ny","Auburn City Sd","MISTY SLAVIC"
"mylo miller","4000784","2015-2017","ok","Harding (Charter)","Mylo Miller","2008130","2018, 2021-2024","ks","South Barber","Miller, Mylo Dr"
"myron ballain","3170440","2001","ne","Fairbury Public Schools","MYRON BALLAIN","1931620","2004-2010","ia","Whiting Comm School District","Myron Ballain"
"nancy anderson","504860","2011-2014, 2016-2024","ar","Cutter-Morning Star Sch. Dist.","ANDERSON, NANCY C.","4000762","2014-2017","ok","Five-Star Ilc","Nancy Anderson"
"natalie thomas","2911910","2011-2013","mo","Farmington R-Vii","NATALIE THOMAS","4205760","2013-2014","pa","Cheltenham Township SD","NATALIE THOMAS"
"nettie collins hart","1732910","2008-2014","il","Proviso Twp Hsd 209","Dr Nettie Collins-Hart","2913830","2017-2024","mo","Hazelwood","NETTIE COLLINS-HART"
"nicholas brown","4810650","2007-2010","tx","Blum Isd","Nicholas Brown","1809180","2010","in","Porter Township School Corp","Mr Nicholas Brown"
"nicholas brown","4810650","2007-2010","tx","Blum Isd","Nicholas Brown","1809690","2018-2023","in","Merrillville Community School Corp","Nicholas Brown"
"nicholas ouellette","1921600","2012-2014","ia","Odebolt-Arthur","Nicholas Ouellette","5506690","2015-2024","wi","Hudson School District","Nicholas Ouellette"
"nicholas wahl","1719320","2005-2012","il","Hinsdale Twp H S Dist 86","DR NICHOLAS D WAHL ","1801200","2014-2017","in","Carmel Clay Schools","Nicholas Wahl"
"nicolas wade","1714100","2017-2020","il","Elmwood Park Cusd 401","Dr. Nicolas Wade","609480","2021-2022","ca","Columbia Union","Nicolas Wade"
"nora curry","4827570","2012-2015","tx","Lindsay Isd","Nora Curry","4004350","2018-2024","ok","Big Pasture","Nora Curry"
"p erik gundersen","3412510","2011-2017, 2019-2021","nj","Pascack Valley Regional High School District","Erik Gundersen","3628320","2021-2024","ny","Suffern Csd","P ERIK GUNDERSEN"
"pamela brown","3605850","2012-2013","ny","Buffalo City Sd","Dr. Pamela C Brown","4820610","2012-2017","tx","Gholson Isd","Pamela Brown"
"pamela campbell","3904552","2005-2006","oh","Montpelier Exempted Village","Pamela L. Campbell","2606990","2014-2015","mi","Columbia","Pamela Campbell"
"pamela morris","2600019","2008, 2011","mi","Superior Central","Pamela Morris","4822320","2011-2014","tx","Hamshire-Fannett Isd","Pamela Morris"
"patricia garcia","905190","2016-2019","ct","Windham School District","ms. patricia garcia","3611970","2020","ny","Geneva City Sd","PATRICIA GARCIA"
"patricia green","4217010","2008-2010","pa","North Allegheny SD","PATRICIA GREEN","2602820","2011-2012","mi","Ann Arbor","Patricia Green"
"patricia thompson","4800034","1998","tx","Academy Of Skills & Knowledge","Patricia Thompson","2905640","2011-2019","mo","Crawford Co. R-I","PATRICIA THOMPSON"
"patrick call","2006960","2009-2012","ks","Haven Public Schools","Call, Patrick","2900001","2014-2019","mo","Maries Co. R-Ii","Patrick Call"
"patrick hefflin","4211160","2010-2012","pa","School District","PATRICK HEFFLIN","619110","2015-2019","ca","Julian Union High","Patrick Hefflin"
"patrick kelley","600029","2010-2019","ca","Murrieta Valley Unified","Patrick Kelley","3604050","2011","ny","Bath Csd","Mr. Patrick M Kelley"
"patrick kelley","600029","2010-2019","ca","Murrieta Valley Unified","Patrick Kelley","4221540","2012-2014","pa","Shikellamy SD","Patrick Kelley"
"patrick kelley","3604050","2011","ny","Bath Csd","Mr. Patrick M Kelley","4221540","2012-2014","pa","Shikellamy SD","Patrick Kelley"
"patrick murphy","4824360","2015-2019","tx","Iredell Isd","Patrick Murphy","1726760","2022-2023","il","Morrisonville Cusd 1","Mr. Patrick Murphy"
"patrick murphy","4824360","2015-2019","tx","Iredell Isd","Patrick Murphy","1806630","2023-2024","in","Milan Community Schools","Patrick Murphy"
"patrick murphy","5100270","2010-2018","va","Arlington County","Dr. Patrick K. Murphy","1726760","2022-2023","il","Morrisonville Cusd 1","Mr. Patrick Murphy"
"patrick murphy","5100270","2010-2018","va","Arlington County","Dr. Patrick K. Murphy","1806630","2023-2024","in","Milan Community Schools","Patrick Murphy"
"patrick murphy","5100270","2010-2018","va","Arlington County","Dr. Patrick K. Murphy","4824360","2015-2019","tx","Iredell Isd","Patrick Murphy"
"patrick o donnell","3904808","2011-2015","oh","Indian Lake Local","Patrick J. O'Donnell","1912480","2019","ia","George-Little Rock Comm School District","Patrick O'Donnell"
"patrick sullivan","5508940","2009-2023","wi","Medford Area School District","Patrick Sullivan","3617220","2021-2024","ny","Liberty Csd","PATRICK SULLIVAN"
"patrick turner","4016720","2013-2024","ok","Krebs","Patrick Turner","4836180","2014-2017","tx","Quanah Isd","Patrick Turner"
"paul arnold","4826160","1990-1994","tx","La Marque Isd","Paul Arnold","603780","2008-2014","ca","Bangor Union Elementary","Paul Arnold"
